ticket_id,account_id,subject,category,status,priority,created_at,resolved_at,csat_score
268,48,Space wind generation program.,billing,closed,high,2026-05-17 22:51:41,2026-05-18 12:51:41,3.0
269,268,Probably feeling whose carry various call understand.,onboarding,resolved,medium,2026-05-17 22:51:40,2026-05-20 22:51:40,4.0
270,403,To maintain parent build.,technical,resolved,medium,2026-05-17 22:56:49,2026-05-19 11:56:49,2.0
271,315,Return against high cultural admit.,onboarding,resolved,low,2026-05-17 22:40:54,2026-05-23 17:40:54,4.0
272,323,Century case society game those more impact.,technical,resolved,critical,2026-05-17 22:49:52,2026-05-18 06:49:52,2.0
273,143,Local focus change leg including.,onboarding,open,low,2026-05-17 22:54:46,,
274,411,Technology interesting picture single.,onboarding,open,medium,2026-05-17 22:43:40,,
275,151,Lay join same get girl base final.,feature_request,resolved,medium,2026-05-17 22:43:13,2026-05-19 15:43:13,1.0
276,150,Quality us hit leg daughter reveal.,billing,in_progress,low,2026-05-17 22:46:53,,
277,471,Charge machine college boy.,onboarding,resolved,medium,2026-05-17 22:42:54,2026-05-19 08:42:54,4.0
278,276,Poor system onto visit she.,feature_request,resolved,low,2026-05-17 22:48:39,2026-05-19 23:48:39,5.0
279,16,Few full discover full also.,technical,in_progress,medium,2026-05-17 23:03:11,,
280,277,Phone people conference full politics.,onboarding,resolved,high,2026-05-17 22:54:49,2026-05-18 06:54:49,3.0
281,441,Fly while southern allow area.,feature_request,resolved,medium,2026-05-17 22:45:28,2026-05-20 08:45:28,1.0
282,206,Instead cell decide house short attack as something.,technical,resolved,high,2026-05-17 22:54:19,2026-05-18 07:54:19,2.0
283,364,Why leader create.,feature_request,resolved,low,2026-05-17 22:53:33,2026-05-21 00:53:33,4.0
284,347,Through wife certainly attack often.,billing,in_progress,high,2026-05-17 22:54:02,,
285,150,Debate least agree source agreement your manager quality.,feature_request,closed,high,2026-05-17 22:42:02,2026-05-18 06:42:02,5.0
286,116,Add white prove until do.,feature_request,closed,high,2026-05-17 22:55:49,2026-05-18 17:55:49,3.0
287,118,Any learn agency claim imagine president clearly.,technical,closed,medium,2026-05-17 22:45:11,2026-05-18 12:45:11,3.0
288,438,Task live official increase describe window.,onboarding,resolved,high,2026-05-17 22:41:30,2026-05-18 11:41:30,5.0
289,256,Feel push turn million.,billing,closed,low,2026-05-17 22:54:40,2026-05-20 08:54:40,5.0
290,171,Perhaps teacher cover get story year.,onboarding,in_progress,medium,2026-05-17 22:56:05,,
291,146,Politics eight ask home site carry old recently.,billing,in_progress,low,2026-05-17 23:00:53,,
292,155,Owner foot democratic culture who.,onboarding,closed,critical,2026-05-17 22:40:18,2026-05-18 05:40:18,1.0
293,72,Must concern defense argue rich.,onboarding,resolved,medium,2026-05-17 23:01:39,2026-05-19 23:01:39,1.0
294,349,Lawyer would more safe risk base.,onboarding,resolved,high,2026-05-17 22:47:22,2026-05-18 22:47:22,3.0
295,189,Chance provide however wrong history price you.,feature_request,resolved,high,2026-05-17 22:43:30,2026-05-18 19:43:30,5.0
296,398,Laugh which difference strong cold magazine.,billing,resolved,high,2026-05-17 22:52:26,2026-05-18 20:52:26,4.0
297,378,Determine none where seat education road of so.,billing,closed,low,2026-05-17 22:52:37,2026-05-20 23:52:37,4.0
298,486,Personal then tough both increase measure but.,technical,closed,high,2026-05-17 23:02:33,2026-05-18 08:02:33,4.0
299,40,Any wear dark really.,feature_request,closed,medium,2026-05-17 22:41:58,2026-05-18 07:41:58,4.0
300,142,Organization world rather employee.,technical,in_progress,high,2026-05-17 22:53:20,,
301,364,Movement physical weight hour expect current increase.,technical,resolved,medium,2026-05-17 22:43:07,2026-05-19 05:43:07,4.0
302,471,Bank person mention produce.,onboarding,resolved,low,2026-05-17 22:47:20,2026-05-22 18:47:20,4.0
303,248,Less official pay will hot.,technical,resolved,medium,2026-05-17 22:58:11,2026-05-20 02:58:11,5.0
304,301,Step we thus perhaps rock fly tree.,billing,resolved,high,2026-05-17 22:49:51,2026-05-18 19:49:51,1.0
305,483,Space today adult above.,feature_request,resolved,high,2026-05-17 22:39:34,2026-05-18 18:39:34,3.0
306,147,Front where question world prevent me.,feature_request,in_progress,medium,2026-05-17 22:54:19,,
307,182,Resource him natural yeah budget moment local.,feature_request,resolved,medium,2026-05-17 22:47:43,2026-05-19 22:47:43,2.0
308,103,Site five bar treatment lay region.,billing,resolved,high,2026-05-17 22:55:08,2026-05-18 08:55:08,5.0
309,472,Chair other bit once soon key explain.,onboarding,closed,medium,2026-05-17 23:02:33,2026-05-19 16:02:33,5.0
310,179,Treatment idea energy shoulder.,billing,closed,low,2026-05-17 22:53:05,2026-05-22 19:53:05,5.0
311,414,That share instead short new customer reduce.,feature_request,in_progress,low,2026-05-17 22:59:50,,
312,192,Stay score degree happen ability alone movement.,technical,open,high,2026-05-17 22:55:48,,
313,254,Arm role list.,feature_request,resolved,high,2026-05-17 22:50:25,2026-05-18 05:50:25,3.0
314,104,Everybody ask why financial.,onboarding,closed,high,2026-05-17 22:50:06,2026-05-18 07:50:06,2.0
315,20,Wish enjoy you health.,onboarding,resolved,high,2026-05-17 22:54:48,2026-05-18 07:54:48,4.0
316,228,Everybody on pick base hard spring goal.,billing,closed,low,2026-05-17 22:50:33,2026-05-22 23:50:33,2.0
317,404,Wait put realize wear relate up behavior meet.,feature_request,closed,high,2026-05-17 22:43:54,2026-05-18 08:43:54,4.0
318,83,Dog eye heavy fly seem either.,technical,resolved,low,2026-05-17 22:55:52,2026-05-24 19:55:52,5.0
319,99,Sell garden consider smile yourself general.,technical,open,medium,2026-05-17 22:54:41,,
320,498,Need generation start pull year subject meet story.,feature_request,in_progress,low,2026-05-17 22:52:17,,
321,107,Knowledge big wonder work card.,technical,closed,low,2026-05-17 22:40:44,2026-05-20 03:40:44,4.0
322,61,Trade stay look degree.,billing,in_progress,high,2026-05-17 22:43:09,,
323,232,Blood want skill road happen entire skill relate.,billing,closed,critical,2026-05-17 22:48:28,2026-05-18 01:48:28,1.0
324,278,Lay player finally later fact.,feature_request,resolved,medium,2026-05-17 22:54:22,2026-05-20 15:54:22,2.0
325,176,Society child than certain enjoy provide own.,billing,resolved,medium,2026-05-17 22:50:47,2026-05-18 09:50:47,4.0
326,192,Discover plant clearly hot computer meet.,technical,open,medium,2026-05-17 23:00:15,,
327,440,These indicate game month edge.,feature_request,resolved,medium,2026-05-17 22:56:35,2026-05-20 17:56:35,4.0
328,288,According image even alone notice.,feature_request,resolved,low,2026-05-17 22:58:40,2026-05-19 12:58:40,4.0
329,79,Network your record.,billing,resolved,low,2026-05-17 22:47:51,2026-05-19 18:47:51,3.0
330,252,Conference financial least research challenge smile force.,onboarding,resolved,low,2026-05-17 22:53:13,2026-05-23 08:53:13,5.0
331,63,Environment rock condition small remember.,onboarding,resolved,medium,2026-05-17 22:55:29,2026-05-19 03:55:29,1.0
332,351,Defense again month most wonder also offer.,feature_request,resolved,medium,2026-05-17 22:51:15,2026-05-18 21:51:15,3.0
333,115,Discover for level popular more.,billing,resolved,medium,2026-05-17 22:52:24,2026-05-19 10:52:24,5.0
334,260,There customer pass.,onboarding,resolved,high,2026-05-17 22:49:43,2026-05-18 06:49:43,4.0
335,86,Fine answer time successful television.,technical,resolved,low,2026-05-17 22:54:39,2026-05-19 02:54:39,3.0
336,23,Society administration writer mouth sister.,billing,closed,medium,2026-05-17 23:00:08,2026-05-20 10:00:08,2.0
337,401,Who necessary blue too clearly learn.,feature_request,resolved,high,2026-05-17 22:43:41,2026-05-18 06:43:41,4.0
338,280,Box practice offer upon movement great know.,technical,resolved,medium,2026-05-17 23:01:56,2026-05-20 22:01:56,4.0
339,124,Physical least shake lead marriage rest process buy.,billing,resolved,medium,2026-05-17 22:59:56,2026-05-19 14:59:56,4.0
340,311,Record buy stage.,billing,resolved,medium,2026-05-17 22:49:45,2026-05-18 15:49:45,5.0
341,158,Debate condition history once.,onboarding,open,medium,2026-05-17 22:43:40,,
342,313,Among consumer trial night.,technical,resolved,medium,2026-05-17 22:52:20,2026-05-19 13:52:20,2.0
343,464,Those new office.,technical,resolved,medium,2026-05-17 22:45:29,2026-05-20 13:45:29,3.0
344,204,Price too west bring support yard.,feature_request,resolved,medium,2026-05-17 22:47:05,2026-05-20 10:47:05,2.0
345,421,Organization these five.,onboarding,resolved,low,2026-05-17 22:46:33,2026-05-24 18:46:33,5.0
346,277,Maybe others require require decade tree.,feature_request,resolved,low,2026-05-17 22:53:55,2026-05-20 23:53:55,1.0
347,269,Great watch with build.,onboarding,resolved,medium,2026-05-17 22:59:44,2026-05-20 02:59:44,4.0
348,73,Realize economy go oil.,feature_request,resolved,low,2026-05-17 23:00:44,2026-05-19 06:00:44,4.0
349,332,Popular area too morning production.,onboarding,resolved,medium,2026-05-17 22:46:19,2026-05-19 01:46:19,3.0
350,261,Light develop coach take.,technical,closed,low,2026-05-17 22:54:19,2026-05-22 03:54:19,1.0
351,236,Pass test player decide hear computer.,onboarding,resolved,high,2026-05-17 22:40:34,2026-05-18 06:40:34,4.0
352,400,Sound have car.,billing,open,medium,2026-05-17 22:55:30,,
353,114,Road economy impact data brother least economy.,billing,closed,medium,2026-05-17 22:58:17,2026-05-20 13:58:17,3.0
354,188,Ground cover knowledge provide.,billing,open,medium,2026-05-17 22:50:32,,
355,317,Subject detail conference road inside when agreement.,feature_request,resolved,medium,2026-05-17 22:42:07,2026-05-19 13:42:07,4.0
356,488,Order form office site enter table.,technical,resolved,medium,2026-05-17 22:50:02,2026-05-18 09:50:02,5.0
357,219,Everyone why low beyond pick.,feature_request,closed,medium,2026-05-17 23:01:24,2026-05-20 19:01:24,4.0
358,94,Line read couple few.,technical,in_progress,low,2026-05-17 23:01:40,,
359,12,Season professor reach report time.,technical,resolved,high,2026-05-17 23:02:58,2026-05-18 06:02:58,2.0
360,56,Reach ahead traditional first east know situation tonight.,billing,closed,low,2026-05-17 22:59:38,2026-05-19 18:59:38,4.0
361,305,Cost actually message effect material face piece.,feature_request,resolved,medium,2026-05-17 22:46:37,2026-05-20 13:46:37,4.0
362,42,Actually new effort suddenly soldier.,feature_request,resolved,high,2026-05-17 22:39:41,2026-05-18 13:39:41,4.0
363,427,Hold every entire story why guy law past.,technical,open,medium,2026-05-17 22:42:07,,
364,196,Table another development these piece international success various.,feature_request,resolved,medium,2026-05-17 22:59:13,2026-05-19 09:59:13,4.0
365,35,News vote be program tell study store.,onboarding,in_progress,low,2026-05-17 22:48:22,,
366,173,Realize Republican score.,onboarding,closed,low,2026-05-17 22:43:11,2026-05-24 04:43:11,5.0
367,442,Wear dream they special action almost.,technical,closed,medium,2026-05-17 23:00:04,2026-05-18 20:00:04,5.0
368,34,Stock can visit another mission report.,feature_request,in_progress,low,2026-05-17 22:39:43,,
369,47,Especially civil cost author.,billing,closed,low,2026-05-17 22:59:11,2026-05-19 07:59:11,1.0
370,492,Teacher commercial everyone animal part like.,feature_request,closed,low,2026-05-17 22:50:42,2026-05-24 20:50:42,2.0
371,41,Specific shoulder future event.,feature_request,resolved,medium,2026-05-17 23:02:25,2026-05-20 00:02:25,4.0
372,87,Writer everything police.,onboarding,resolved,high,2026-05-17 22:41:56,2026-05-18 10:41:56,5.0
373,489,Notice condition together discussion reduce series.,technical,in_progress,critical,2026-05-17 22:56:53,,
374,381,Modern like tough detail.,feature_request,resolved,medium,2026-05-17 22:58:18,2026-05-20 08:58:18,4.0
375,136,Skin could use participant boy focus.,onboarding,in_progress,medium,2026-05-17 22:58:21,,
376,402,Think traditional central fear already plan day.,onboarding,in_progress,low,2026-05-17 22:43:27,,
377,130,Care paper ability level.,feature_request,resolved,high,2026-05-17 23:00:57,2026-05-18 09:00:57,5.0
378,435,National add just new something.,technical,resolved,critical,2026-05-17 22:49:37,2026-05-18 02:49:37,5.0
379,265,Law worry growth road arm trouble.,onboarding,resolved,medium,2026-05-17 22:57:22,2026-05-19 01:57:22,3.0
380,478,System easy tax remain amount ready apply.,feature_request,closed,low,2026-05-17 22:50:50,2026-05-22 01:50:50,2.0
381,78,Theory rule watch next develop.,billing,in_progress,medium,2026-05-17 22:39:22,,
382,36,Mouth challenge environment yourself.,feature_request,closed,medium,2026-05-17 22:57:04,2026-05-18 11:57:04,5.0
383,405,Wind federal contain week.,feature_request,resolved,high,2026-05-17 22:47:55,2026-05-18 12:47:55,4.0
384,471,Chair chance charge member state.,feature_request,resolved,medium,2026-05-17 22:51:27,2026-05-18 20:51:27,3.0
385,464,Wait firm reality agent people blood.,feature_request,resolved,medium,2026-05-17 22:40:26,2026-05-20 08:40:26,4.0
386,14,Nice represent factor final standard.,technical,in_progress,high,2026-05-17 22:48:42,,
387,88,Consumer good face player.,feature_request,resolved,low,2026-05-17 22:57:45,2026-05-24 00:57:45,3.0
388,324,Finish finally democratic drug or around around.,technical,closed,high,2026-05-17 22:44:38,2026-05-18 12:44:38,4.0
389,24,Item never themselves key focus.,feature_request,resolved,medium,2026-05-17 22:54:09,2026-05-19 10:54:09,5.0
390,73,Fine guy defense site.,feature_request,resolved,medium,2026-05-17 22:57:33,2026-05-18 14:57:33,3.0
391,437,Picture share party kind kind.,feature_request,open,medium,2026-05-17 22:56:33,,
392,189,True off next town share admit he.,billing,resolved,low,2026-05-17 22:56:28,2026-05-23 10:56:28,1.0
393,388,However spring leader because lay its concern.,technical,resolved,low,2026-05-17 22:40:11,2026-05-20 20:40:11,4.0
394,491,Trade risk say ready upon across decision.,technical,in_progress,low,2026-05-17 22:50:12,,
395,370,Energy act leader policy believe.,technical,resolved,low,2026-05-17 22:51:41,2026-05-21 18:51:41,1.0
396,117,Bad word task TV design similar.,feature_request,open,medium,2026-05-17 22:56:47,,
397,470,Maybe similar analysis article.,billing,resolved,high,2026-05-17 22:41:35,2026-05-18 10:41:35,1.0
398,202,Resource base give political.,onboarding,in_progress,medium,2026-05-17 22:57:48,,
399,364,Decade whether enter star.,feature_request,resolved,medium,2026-05-17 22:39:24,2026-05-20 08:39:24,2.0
400,115,Election forget trouble become hundred push letter other.,onboarding,resolved,critical,2026-05-17 23:00:06,2026-05-18 02:00:06,4.0
401,218,Offer affect outside peace somebody.,feature_request,open,high,2026-05-17 22:53:12,,
402,187,Create note party since.,technical,resolved,low,2026-05-17 22:44:12,2026-05-21 21:44:12,5.0
403,149,Institution detail return fall realize save.,onboarding,closed,low,2026-05-17 22:59:53,2026-05-23 19:59:53,3.0
404,431,Get compare account dog everything process process us.,technical,closed,low,2026-05-17 22:47:51,2026-05-23 07:47:51,5.0
405,385,House kind song discover develop.,technical,closed,high,2026-05-17 23:02:41,2026-05-18 06:02:41,5.0
406,372,Watch thought fall institution.,technical,open,medium,2026-05-17 22:43:02,,
407,312,Scientist smile this.,technical,in_progress,low,2026-05-17 22:57:10,,
408,177,Contain especially strong yes free series.,technical,resolved,high,2026-05-17 23:01:04,2026-05-18 19:01:04,2.0
409,308,Agree police occur man.,feature_request,closed,high,2026-05-17 23:01:00,2026-05-18 23:01:00,1.0
410,148,Discover north security development owner strategy series.,feature_request,resolved,critical,2026-05-17 22:55:52,2026-05-18 01:55:52,3.0
411,218,Dream event result sometimes.,billing,open,high,2026-05-17 22:59:15,,
412,479,Build east information hot.,technical,closed,high,2026-05-17 22:43:34,2026-05-18 20:43:34,4.0
413,323,Word deal or best magazine.,technical,resolved,critical,2026-05-17 22:54:43,2026-05-18 05:54:43,3.0
414,199,Six civil bad hand which dog scientist.,onboarding,closed,high,2026-05-17 22:53:56,2026-05-18 00:53:56,3.0
415,279,My will available yourself friend.,technical,resolved,medium,2026-05-17 22:49:46,2026-05-20 03:49:46,4.0
